template_key,product_name,volume_ml,category,price,variant_count,template_id
OUVP - One Up (LIQ FB)(100mL) Gold TFN|100.0,OUVP - One Up (LIQ FB)(100mL) Gold TFN,100.0,All / Saleable / E-Juice,5.5,4,TPL_0349
OUVP - One Up (LIQ FB)(100mL) Rivals TFN|100.0,OUVP - One Up (LIQ FB)(100mL) Rivals TFN,100.0,All / Saleable / E-Juice,5.5,3,TPL_0350
OUVP - One Up (LIQ FB)(100mL) TFN|100.0,OUVP - One Up (LIQ FB)(100mL) TFN,100.0,All / Saleable / E-Juice,5.5,8,TPL_0351
OUVP - One Up (LIQ Salt)(30mL) TFN|30.0,OUVP - One Up (LIQ Salt)(30mL) TFN,30.0,All / Saleable / E-Juice,5.0,6,TPL_0352
OXBR - Oxbar (LIQ Salt)(30mL) Pod Juice Edt.|30.0,OXBR - Oxbar (LIQ Salt)(30mL) Pod Juice Edt.,30.0,All / Saleable / E-Juice,5.5,3,TPL_0353
OXBR - Oxbar Ice-Nic (Dispo) (35000Puff)(14mL) Pod Juice Edt.|14.0,OXBR - Oxbar Ice-Nic (Dispo) (35000Puff)(14mL) Pod Juice Edt.,14.0,All / Saleable / E-Juice,10.0,5,TPL_0354
OXBR - Oxbar Magic Maze 2.0 ZERO (Dispo) (30000Puff)(13mL) Pod Juice Edt.|13.0,OXBR - Oxbar Magic Maze 2.0 ZERO (Dispo) (30000Puff)(13mL) Pod Juice Edt.,13.0,All / Saleable / E-Juice,10.0,8,TPL_0355
OXBR - Oxbar Magic Maze Pro (Dispo) (10000Puff)(18mL) Pod Juice Edt.|18.0,OXBR - Oxbar Magic Maze Pro (Dispo) (10000Puff)(18mL) Pod Juice Edt.,18.0,All / Saleable / E-Juice,5.95,6,TPL_0356
OXBR - Oxbar Magic Maze Pro (Dispo) (10000Puff)(18mL)|18.0,OXBR - Oxbar Magic Maze Pro (Dispo) (10000Puff)(18mL),18.0,All / Saleable / Disposable E-Cig,7.975,2,TPL_0357
OXBR - Oxbar Nic-Switch (Dispo) (35000Puff)(14mL) Pod Juice Edt.|nan,OXBR - Oxbar Nic-Switch (Dispo) (35000Puff)(14mL) Pod Juice Edt.,,All / Saleable / Kit,6.33,2,TPL_0358
OXBR - Oxbar Oxpod Elite (Pods)(2-Pack) 8mL Pod Juice Edt.|nan,OXBR - Oxbar Oxpod Elite (Pods)(2-Pack) 8mL Pod Juice Edt.,,All / Saleable / Kit,6.33,1,TPL_0359
OXBR - SVOPP 30K Battery (Battery Only) Pod Juice Edt.|nan,OXBR - SVOPP 30K Battery (Battery Only) Pod Juice Edt.,,All / Saleable / Kit,6.33,2,TPL_0360
OXBR - SVOPP Pods (Liq Pod)(30000Puff)(13mL) Pod Juice Edt.|13.0,OXBR - SVOPP Pods (Liq Pod)(30000Puff)(13mL) Pod Juice Edt.,13.0,All / Saleable / E-Juice,5.0,8,TPL_0361
OXBR - SVOPP Pods (Liq Pod)(30000Puff)(13mL) Pod Juice Edt.|nan,OXBR - SVOPP Pods (Liq Pod)(30000Puff)(13mL) Pod Juice Edt.,,All / Saleable / Kit,9.01,2,TPL_0362
OXVA - OXVA Xlim V3 (Pods)(3-Pack)|nan,OXVA - OXVA Xlim V3 (Pods)(3-Pack),,All / Saleable / Kit,11.58,1,TPL_0363
PATA - Urban Tale Xplore (Pods)(3-Pack) 2mL|nan,PATA - Urban Tale Xplore (Pods)(3-Pack) 2mL,,All / Saleable / Kit,11.58,2,TPL_0364
PFLB - Puff Labs (LIQ FB)(100mL) Fruits|100.0,PFLB - Puff Labs (LIQ FB)(100mL) Fruits,100.0,All / Saleable / E-Juice,4.5,2,TPL_0365
PFLB - Puff Labs (LIQ FB)(100mL)|100.0,PFLB - Puff Labs (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,5.5,1,TPL_0366
PFLB - Puff Labs Hotbox Luxe (Dispo) (12000Puff)(20mL)|20.0,PFLB - Puff Labs Hotbox Luxe (Dispo) (12000Puff)(20mL),20.0,All / Saleable / Disposable E-Cig,7.75,1,TPL_0367
PFLB - Strange Fruit (LIQ FB)(100mL)|100.0,PFLB - Strange Fruit (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,5.5,3,TPL_0368
PKWD - Packspod (Dispo) (5000Puff)(12mL) Limited Edt.|12.0,PKWD - Packspod (Dispo) (5000Puff)(12mL) Limited Edt.,12.0,All / Saleable / Replacement Pod,1.95,2,TPL_0369
POJU - Pod Juice (LIQ FB)(100mL) TFN|100.0,POJU - Pod Juice (LIQ FB)(100mL) TFN,100.0,All / Saleable / E-Juice,6.5,24,TPL_0370
POJU - Pod Juice (LIQ Salt)(30mL) TFN PJ5000|30.0,POJU - Pod Juice (LIQ Salt)(30mL) TFN PJ5000,30.0,All / Saleable / E-Juice,5.5,10,TPL_0371
POJU - Pod Juice (LIQ Salt)(30mL) TFN|30.0,POJU - Pod Juice (LIQ Salt)(30mL) TFN,30.0,All / Saleable / E-Juice,5.5,24,TPL_0372
POJU - Pod Juice Hyde IQ (Dispo) (5000Puff)(8mL)|8.0,POJU - Pod Juice Hyde IQ (Dispo) (5000Puff)(8mL),8.0,All / Saleable / E-Juice,3.95,2,TPL_0373
POJU - Pod Juice Pod Flo (Dispo) (4000Puff)(10mL)|10.0,POJU - Pod Juice Pod Flo (Dispo) (4000Puff)(10mL),10.0,All / Saleable / E-Juice,2.95,1,TPL_0374
POJU - Pod Juice Pod Pocket (Dispo) (7500Puff)(10mL)|10.0,POJU - Pod Juice Pod Pocket (Dispo) (7500Puff)(10mL),10.0,All / Saleable / E-Juice,3.95,2,TPL_0375
POJU - Pod Juice x RAZ (LIQ FB)(100mL) TFN|100.0,POJU - Pod Juice x RAZ (LIQ FB)(100mL) TFN,100.0,All / Saleable / E-Juice,6.5,2,TPL_0376
POJU - Pod Juice x RAZ (LIQ Salt)(30mL) TFN|30.0,POJU - Pod Juice x RAZ (LIQ Salt)(30mL) TFN,30.0,All / Saleable / E-Juice,5.5,2,TPL_0377
PROP - Beach Club (LIQ FB)(100mL)|100.0,PROP - Beach Club (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,5.5,6,TPL_0378
PROP - Beach Club (LIQ Salt)(30mL)|30.0,PROP - Beach Club (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.5,1,TPL_0379
PROP - Propaganda (LIQ FB)(100mL)|100.0,PROP - Propaganda (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,6.0,4,TPL_0380
PROP - Propaganda (LIQ Salt)(30mL)|30.0,PROP - Propaganda (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,6.0,4,TPL_0381
PROP - The Hype (LIQ FB)(100mL)|100.0,PROP - The Hype (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,6.0,14,TPL_0382
PROP - Vape Pink (LIQ FB)(100mL)|100.0,PROP - Vape Pink (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,6.0,3,TPL_0383
RCKY - LVE Orion II (Kit PS)|nan,RCKY - LVE Orion II (Kit PS),,All / Saleable / Kit,11.58,1,TPL_0384
RCKY - LVE Orion II (Pods)(2-Pack)|4.5,RCKY - LVE Orion II (Pods)(2-Pack),4.5,All / Saleable / Kit,11.58,1,TPL_0385
RCKY - LVE Orion II Mesh (Coils)(5-Pack)|nan,RCKY - LVE Orion II Mesh (Coils)(5-Pack),,All / Saleable / Kit,10.92,1,TPL_0386
RDST - Voodoo Joos (LIQ FB)(100mL)|100.0,RDST - Voodoo Joos (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,5.5,40,TPL_0387
RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax|30.0,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax,30.0,All / Saleable / E-Juice,5.5,7,TPL_0388
RDST - Voodoo Joos (LIQ Salt)(30mL)|30.0,RDST - Voodoo Joos (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.5,4,TPL_0389
RELX - WAKA Smash (Dispo) (6000Puff) 5% (12mL)|12.0,RELX - WAKA Smash (Dispo) (6000Puff) 5% (12mL),12.0,All / Saleable / Disposable E-Cig,2.5,1,TPL_0390
RELX - WAKA SoPro DM (Dispo) (8000Puff)(14mL)|14.0,RELX - WAKA SoPro DM (Dispo) (8000Puff)(14mL),14.0,All / Saleable / Disposable E-Cig,2.95,1,TPL_0391
RMGD - Wave (Dispo) (8000Puff)(18mL)|18.0,RMGD - Wave (Dispo) (8000Puff)(18mL),18.0,All / Saleable / Disposable E-Cig,4.283333333333334,3,TPL_0392
RPVP - Ripe Vapes (LIQ FB)(120mL) San Juan Series|120.0,RPVP - Ripe Vapes (LIQ FB)(120mL) San Juan Series,120.0,All / Saleable / E-Juice,6.5,1,TPL_0393
RPVP - Ripe Vapes (LIQ FB)(120mL)|120.0,RPVP - Ripe Vapes (LIQ FB)(120mL),120.0,All / Saleable / E-Juice,6.5,3,TPL_0394
RPVP - Ripe Vapes (LIQ Salt)(30mL)|30.0,RPVP - Ripe Vapes (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.0,2,TPL_0395
RUTH - Loaded (LIQ FB)(100mL)|100.0,RUTH - Loaded (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,7.7,20,TPL_0396
RUTH - Loaded (LIQ FB)(120mL)|120.0,RUTH - Loaded (LIQ FB)(120mL),120.0,All / Saleable / E-Juice,7.7,14,TPL_0397
RUTH - Loaded (LIQ Salt)(30mL)|30.0,RUTH - Loaded (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,4.5,7,TPL_0398
RUTH - Loaded (LIQ Salt)(60mL)|60.0,RUTH - Loaded (LIQ Salt)(60mL),60.0,All / Saleable / E-Juice,6.25,2,TPL_0399
RUTH - Ruthless (LIQ FB)(100mL) Freeze|100.0,RUTH - Ruthless (LIQ FB)(100mL) Freeze,100.0,All / Saleable / E-Juice,7.7,3,TPL_0400
RUTH - Ruthless (LIQ FB)(100mL)|100.0,RUTH - Ruthless (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,7.7,16,TPL_0401
RUTH - Ruthless (LIQ FB)(120mL) Freeze|120.0,RUTH - Ruthless (LIQ FB)(120mL) Freeze,120.0,All / Saleable / E-Juice,7.7,2,TPL_0402
RUTH - Ruthless (LIQ FB)(120mL) Tobacco|120.0,RUTH - Ruthless (LIQ FB)(120mL) Tobacco,120.0,All / Saleable / E-Juice,7.7,3,TPL_0403
RUTH - Ruthless (LIQ FB)(120mL)|120.0,RUTH - Ruthless (LIQ FB)(120mL),120.0,All / Saleable / E-Juice,7.699999999999999,18,TPL_0404
RUTH - Ruthless (LIQ Salt)(30mL) Freeze Edt.|30.0,RUTH - Ruthless (LIQ Salt)(30mL) Freeze Edt.,30.0,All / Saleable / E-Juice,4.4,2,TPL_0405
RUTH - Ruthless (LIQ Salt)(30mL)|30.0,RUTH - Ruthless (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,4.4,12,TPL_0406
RUTH - Ruthless (LIQ Salt)(60mL)|60.0,RUTH - Ruthless (LIQ Salt)(60mL),60.0,All / Saleable / E-Juice,6.25,5,TPL_0407
RUTH - Ruthless Essentials (LIQ FB)(100mL)|nan,RUTH - Ruthless Essentials (LIQ FB)(100mL),,All / Saleable / Kit,10.92,2,TPL_0408
RWEJ - Redwood (LIQ FB)(60mL)|60.0,RWEJ - Redwood (LIQ FB)(60mL),60.0,All / Saleable / E-Juice,2.95,1,TPL_0409
SCDI - Time Bomb (LIQ FB)(120mL)|120.0,SCDI - Time Bomb (LIQ FB)(120mL),120.0,All / Saleable / E-Juice,6.0,10,TPL_0410
SCDI - Time Bomb (LIQ Salt)(30mL)|30.0,SCDI - Time Bomb (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.5,1,TPL_0411
SCDS - Kuz (Dispo) (9000Puff)(19mL) DABABY Exclusive|19.0,SCDS - Kuz (Dispo) (9000Puff)(19mL) DABABY Exclusive,19.0,All / Saleable / Disposable E-Cig,1.95,4,TPL_0412
SCDS - Kuz (Dispo) (9000Puff)(19mL)|19.0,SCDS - Kuz (Dispo) (9000Puff)(19mL),19.0,All / Saleable / Disposable E-Cig,1.95,6,TPL_0413
SCHW - Blank Bar (LIQ Salt)(30mL) 15000 Puff Juice|30.0,SCHW - Blank Bar (LIQ Salt)(30mL) 15000 Puff Juice,30.0,All / Saleable / E-Juice,1.5,20,TPL_0414
SCHW - Naked (LIQ FB)(60mL) *|60.0,SCHW - Naked (LIQ FB)(60mL) *,60.0,All / Saleable / E-Juice,4.0,2,TPL_0415
SCHW - Naked (LIQ FB)(60mL)|60.0,SCHW - Naked (LIQ FB)(60mL),60.0,All / Saleable / E-Juice,4.0,17,TPL_0416
SCHW - Naked (LIQ Salt)(30mL) Colombia Edt.|30.0,SCHW - Naked (LIQ Salt)(30mL) Colombia Edt.,30.0,All / Saleable / E-Juice,4.0,2,TPL_0417
SCHW - Naked (LIQ Salt)(30mL) Max TFN|30.0,SCHW - Naked (LIQ Salt)(30mL) Max TFN,30.0,All / Saleable / E-Juice,2.95,1,TPL_0418
SCHW - Naked 100 Max (Dispo) (4500Puff)(10mL)|10.0,SCHW - Naked 100 Max (Dispo) (4500Puff)(10mL),10.0,All / Saleable / Disposable E-Cig,0.95,7,TPL_0419
SGEX - Sugarbar Dual Turbo (Dispo) (18000Puff)(18mL)|18.0,SGEX - Sugarbar Dual Turbo (Dispo) (18000Puff)(18mL),18.0,All / Saleable / Disposable E-Cig,4.95,5,TPL_0420
SIGE - Sigelei Sobra (Kit SK)|nan,SIGE - Sigelei Sobra (Kit SK),,All / Saleable / Kit,10.92,1,TPL_0421
SILI - Sili Box (Dispo) (6000Puff)(16mL)|16.0,SILI - Sili Box (Dispo) (6000Puff)(16mL),16.0,All / Saleable / Disposable E-Cig,2.95,14,TPL_0422
SILI - Sili/Ripe (Dispo) (6000Puff)(16mL)|16.0,SILI - Sili/Ripe (Dispo) (6000Puff)(16mL),16.0,All / Saleable / Disposable E-Cig,2.95,5,TPL_0423
SILI - Sili/URB (Dispo) (6000Puff)(16mL)|16.0,SILI - Sili/URB (Dispo) (6000Puff)(16mL),16.0,All / Saleable / Disposable E-Cig,2.9500000000000006,6,TPL_0424
SOWD - EBDESIGN/Pod King XC5000 (Dispo) (5000Puff)(12mL)|12.0,SOWD - EBDESIGN/Pod King XC5000 (Dispo) (5000Puff)(12mL),12.0,All / Saleable / Replacement Pod,0.9499999999999998,9,TPL_0425
SOWD - KadoBar PK5000 (Dispo) (5000Puff)(14mL)|14.0,SOWD - KadoBar PK5000 (Dispo) (5000Puff)(14mL),14.0,All / Saleable / Disposable E-Cig,1.5,4,TPL_0426
SPIN - Spinmix E-Liquid (LIQ Salt)(30mL)|30.0,SPIN - Spinmix E-Liquid (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.0,1,TPL_0427
SPMN - SMOK Space Man SP40000 (Dispo) (40000Puff)(20mL)|20.0,SPMN - SMOK Space Man SP40000 (Dispo) (40000Puff)(20mL),20.0,All / Saleable / Disposable E-Cig,7.5,1,TPL_0428
SRMW - Onyx Cloud (Dispo) (25000Puff)(20mL)|20.0,SRMW - Onyx Cloud (Dispo) (25000Puff)(20mL),20.0,All / Saleable / Disposable E-Cig,8.25,1,TPL_0429
STRM - Bam Bam's (LIQ FB)(100mL) Cannoli|100.0,STRM - Bam Bam's (LIQ FB)(100mL) Cannoli,100.0,All / Saleable / E-Juice,5.0,5,TPL_0430
STRM - Juice Head (DSPLY 5pc)(Nic Pouch)(20ct Can) ZTN pre-priced|nan,STRM - Juice Head (DSPLY 5pc)(Nic Pouch)(20ct Can) ZTN pre-priced,,All / Saleable / Kit,14.39,1,TPL_0431
STRM - Juice Head (DSPLY 5pc)(Nic Pouch)(20ct Can) ZTN|nan,STRM - Juice Head (DSPLY 5pc)(Nic Pouch)(20ct Can) ZTN,,All / Saleable / Kit,14.39,1,TPL_0432
STRM - Juice Head (LIQ FB)(100mL) TFN|100.0,STRM - Juice Head (LIQ FB)(100mL) TFN,100.0,All / Saleable / E-Juice,6.5,21,TPL_0433
STRM - Juice Head (LIQ FB)(100mL)|100.0,STRM - Juice Head (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,6.5,15,TPL_0434
STRM - Juice Head (LIQ Salt)(30mL) TFN|30.0,STRM - Juice Head (LIQ Salt)(30mL) TFN,30.0,All / Saleable / E-Juice,5.5,5,TPL_0435
STRM - Juice Head (LIQ Salt)(30mL)|30.0,STRM - Juice Head (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.5,9,TPL_0436
STRM - Juice Head 5K (Dispo) (5000Puff)(14mL)|14.0,STRM - Juice Head 5K (Dispo) (5000Puff)(14mL),14.0,All / Saleable / E-Juice,1.95,2,TPL_0437
STRM - Juice Head Flex Freeze (Dispo) (50000Puff)(24mL)|24.0,STRM - Juice Head Flex Freeze (Dispo) (50000Puff)(24mL),24.0,All / Saleable / E-Juice,9.0,1,TPL_0438
STRM - Khali Vapors (LIQ FB)(60mL)|60.0,STRM - Khali Vapors (LIQ FB)(60mL),60.0,All / Saleable / E-Juice,5.5,1,TPL_0439
STRM - Khali Vapors (LIQ Salt)(30mL)|30.0,STRM - Khali Vapors (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.5,3,TPL_0440
SURN - Suorin Air Mini (Pods)(1pc)|nan,SURN - Suorin Air Mini (Pods)(1pc),,All / Saleable / Kit,14.39,1,TPL_0441
SURN - Suorin Air Pod (Pods)(1pc)|nan,SURN - Suorin Air Pod (Pods)(1pc),,All / Saleable / Kit,4.34,1,TPL_0442
SURN - Suorin Fero (Pods)(1pc) 3mL|nan,SURN - Suorin Fero (Pods)(1pc) 3mL,,All / Saleable / Kit,10.05,2,TPL_0443
SURN - Youme Vapsi OAO (Dispo) (6000Puff) 0% (12mL)|12.0,SURN - Youme Vapsi OAO (Dispo) (6000Puff) 0% (12mL),12.0,All / Saleable / Disposable E-Cig,1.05,2,TPL_0444
SURN - Youme Vapsi OAO (Dispo) (6000Puff) 5% (12mL)|12.0,SURN - Youme Vapsi OAO (Dispo) (6000Puff) 5% (12mL),12.0,All / Saleable / Disposable E-Cig,1.05,14,TPL_0445
SVGE - Esco Bar/Savage (Dispo) (2500Puff)(6mL) Mesh Edt.|6.0,SVGE - Esco Bar/Savage (Dispo) (2500Puff)(6mL) Mesh Edt.,6.0,All / Saleable / Disposable E-Cig,1.95,3,TPL_0446
SVGE - Vape 100 (LIQ FB)(100mL) Ripe|100.0,SVGE - Vape 100 (LIQ FB)(100mL) Ripe,100.0,All / Saleable / E-Juice,4.75,8,TPL_0447
SVGE - Vape 100 (LIQ Salt)(30mL) Ripe|30.0,SVGE - Vape 100 (LIQ Salt)(30mL) Ripe,30.0,All / Saleable / E-Juice,4.75,7,TPL_0448
SVSI - LYF (LIQ FB)(100mL)|100.0,SVSI - LYF (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,5.5,6,TPL_0449
SVSI - Slammin Duo (LIQ FB)(100mL)|100.0,SVSI - Slammin Duo (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,5.5,6,TPL_0450
SVUR - Met4 (LIQ FB)(60mL)|60.0,SVUR - Met4 (LIQ FB)(60mL),60.0,All / Saleable / E-Juice,5.22,6,TPL_0451
SVUR - Met4 (LIQ Salt)(30mL)|30.0,SVUR - Met4 (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.22,1,TPL_0452
SVUR - SVRF (LIQ FB)(60mL)|60.0,SVUR - SVRF (LIQ FB)(60mL),60.0,All / Saleable / E-Juice,5.22,4,TPL_0453
SVUR - SVRF (LIQ Salt)(30mL)|30.0,SVUR - SVRF (LIQ Salt)(30mL),30.0,All / Saleable / E-Juice,5.22,2,TPL_0454
SWLF - Sigelei Smart AC10000 (Dispo) (10000Puff)(20mL)|20.0,SWLF - Sigelei Smart AC10000 (Dispo) (10000Puff)(20mL),20.0,All / Saleable / Disposable E-Cig,2.5,1,TPL_0455
SWLF - Snowwolf Compak (Dispo) (7500Puff)(17mL)|17.0,SWLF - Snowwolf Compak (Dispo) (7500Puff)(17mL),17.0,All / Saleable / Disposable E-Cig,2.1999999999999997,6,TPL_0456
SWLF - Snowwolf Ease Smart (Dispo) (9000Puff)(18mL)|18.0,SWLF - Snowwolf Ease Smart (Dispo) (9000Puff)(18mL),18.0,All / Saleable / Disposable E-Cig,4.9,10,TPL_0457
SWSS - Ligg Pro (Dispo) (5500Puff)(14mL)|14.0,SWSS - Ligg Pro (Dispo) (5500Puff)(14mL),14.0,All / Saleable / Disposable E-Cig,6.5,3,TPL_0458
SZCL - GOAT (Dispo) (4000Puff)(8mL)|8.0,SZCL - GOAT (Dispo) (4000Puff)(8mL),8.0,All / Saleable / Disposable E-Cig,0.5,2,TPL_0459
Sour Summer Splash|nan,Sour Summer Splash,,All / Saleable / Accessories,9.57,2,TPL_0460
TBCO - Tobeco Super Tank (Coils)(5-Pack)|nan,TBCO - Tobeco Super Tank (Coils)(5-Pack),,All / Saleable / Replacement Pod,4.14,2,TPL_0461
TNRD - 100 Club (LIQ FB)(100mL)|100.0,TNRD - 100 Club (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,6.75,1,TPL_0462
TNRD - Bora (LIQ FB)(100mL)|100.0,TNRD - Bora (LIQ FB)(100mL),100.0,All / Saleable / E-Juice,6.75,1,TPL_0463
